oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
(OCoLC)ocn897507761,413210,20240815155354.0,"Sayers, James,1748-1823.",The managers in distress[print] /JS f.,1 print :etching with stipple ;plate mark: 170 x 181 mm; sheet: 175 x 187 mm,summary,foremost,"A stone bridge across a river collapses, all its piers having broken. Fox clings to the central piece of masonry which is falling; he says: ""D**n the Piers they won't support us"". Burke falls head foremost into the water, clutching a roll inscribed ""Impeachment"". Courtenay's head wearing a hat emerges from the water; a pair of legs and hands with a floating bag-wig are identified as Sir James Erskine. Cf. BM Satires.",Aggrandizement
(OCoLC)on1029303301,413918,20240808182745.0,NULL,"Cheyt-syngs, ghost[print].","1 print :etching, hand colored ;image: 226 x 336 mm; plate mark: 247 x 349 mm; sheet: 258 x 365 mm",summary,oriental,"Print shows Hastings (right) shrinking in terror at the apparition of Chait Singh (left) who emerges from clouds, a rope round his neck, his left hand raised threateningly; they stand on opposite sides of a rectangular table covered with a fringed cloth, behind which sits a lady reading a book which lies on the table, entitled ""The State of India"", her dress and large feathered hat heavily decked with jewels; Hastings, who wears oriental dress with a jewelled turban, has overturned his chair, and two Indian servants (right) stand behind Hastings; in the center of the wall, behind the lady, are shelves on which are money-bags, some inscribed ""Rupees"" and ""Pagod[as]"", jewels, and a large turban inscribed ""Cheyt Syng"".",RaceTerms
(OCoLC)on1029303301,413918,20240808182745.0,NULL,"Cheyt-syngs, ghost[print].","1 print :etching, hand colored ;image: 226 x 336 mm; plate mark: 247 x 349 mm; sheet: 258 x 365 mm",summary,Indian,"Print shows Hastings (right) shrinking in terror at the apparition of Chait Singh (left) who emerges from clouds, a rope round his neck, his left hand raised threateningly; they stand on opposite sides of a rectangular table covered with a fringed cloth, behind which sits a lady reading a book which lies on the table, entitled ""The State of India"", her dress and large feathered hat heavily decked with jewels; Hastings, who wears oriental dress with a jewelled turban, has overturned his chair, and two Indian servants (right) stand behind Hastings; in the center of the wall, behind the lady, are shelves on which are money-bags, some inscribed ""Rupees"" and ""Pagod[as]"", jewels, and a large turban inscribed ""Cheyt Syng"".",RaceTerms
(OCoLC)on1029302996,413919,20240808182745.0,"Dent, William,active 1783-1793,etcher,artist.",Illustration by Shade[print].,1 print :etching ;sheet: 192 x 273 mm,summary,oriental,"Print shows five persons, in profile to the right, stand in a row arranged left to right and diagonally, the figures diminishing in perspective from the nearest, George III, who is on the extreme left. They cast shadows which are supposed to indicate their true characters. The King holds his crown in both hands, his shadow holds a box inscribed ""Bulse"" and his legs are joined to his shoulders, showing that he has no body and is Nobody. Next is Thurlow, in Chancellor's wig and robes, wearing a hat and holding the bag of the Great Seal; his shadow is that of a short and very obese man holding a money-bag inscribed ""Omnis"". The central figure is Hastings, in oriental dress, wearing a jewelled turban and holding a sword whose blade is inscribed ""Justice""; his shadow is that of a demon holding an axe inscribed ""Perversion"". Next is Pitt holding a key to which is attached a label inscribed ""Manhood""; his shadow is a little girl holding a rattle labelled ""Childhood"". On the extreme right is Sydney, holding a pen and a document inscribed ""To Secretary of S------""; his shadow is a headless man holding pen and a paper addressed ""To Tom Fool"".",RaceTerms
(OCoLC)on1029303366,413922,20240808182744.0,NULL,"The diamond eaters, horrid monsters![print].",1 print :etching ;image: 193 x 161 mm; sheet: 223 x 161 mm,summary,Indian,"Print shows Thurlow, George III, and Queen Charlotte (half length) looking up with open mouths to receive the diamonds which Hastings (left), standing behind Thurlow, pours into their mouths from a bag inscribed ""Indian Plunder"". Thurlow (left) and the King (right) face each other in profile; Thurlow has the body of a demon and puts his right hand on the breast of the King, his talons tearing off his garment and obscuring his Garter star. The Queen sits between them, full-face. Hastings wears a jewelled turban and oriental dress. Cf. BM Satires.",RaceTerms
(OCoLC)on1029303366,413922,20240808182744.0,NULL,"The diamond eaters, horrid monsters![print].",1 print :etching ;image: 193 x 161 mm; sheet: 223 x 161 mm,summary,oriental,"Print shows Thurlow, George III, and Queen Charlotte (half length) looking up with open mouths to receive the diamonds which Hastings (left), standing behind Thurlow, pours into their mouths from a bag inscribed ""Indian Plunder"". Thurlow (left) and the King (right) face each other in profile; Thurlow has the body of a demon and puts his right hand on the breast of the King, his talons tearing off his garment and obscuring his Garter star. The Queen sits between them, full-face. Hastings wears a jewelled turban and oriental dress. Cf. BM Satires.",RaceTerms
(OCoLC)on1029303302,413923,20240808182744.0,"Dent, William,active 1783-1793,etcher,artist.",The Wise Man of the East making his offering[print].,"1 print :etching, hand colored ;image: 146 x 99 mm; plate mark: 150 x 100 mm; sheet: 154 x 106 mm",summary,oriental,"Print shows Hastings (left), in oriental dress, wearing a jewelled turban, kneeling on one knee before George III and holding out to him a box of jewels and a receptacle brimming over with guineas. The King, partly concealed by the right margin of the design, takes the offerings, saying, ""Rise my Chief, bright as the eastern Star.""",RaceTerms
(OCoLC)ocn728418076,413926,20240808182744.0,"Baldrey, Joshua Kirby,1754-1828,printmaker.",Court cards the best to deal with[print].,"1 print on laid paper :etching with stipple, hand-colored ;plate mark: 276 x 269 mm; sheet: 125 x 250 mm",summary,Oriental,"Print shows two playing-cards, a knave and a king, between which kneels the figure of Warren Hasting in Oriental costume, holding out a diamond (suit-mark) in each hand towards the figure on each side of him; below the knave is etched ""Thurlow"" (the Lord Chancellor), while below the king is ""Geo. III""; beneath the central figure is ""Hastings"".",RaceTerms
(OCoLC)ocn728418099,413928,20240808182744.0,"Baldrey, Joshua Kirby,1754-1828,printmaker.",What a man buys he may sell[print],"1 print :etching with stipple, hand-colored ;image: 207 x 246 mm; sheet 229 x 246 mm",summary,oriental,"Print shows Warren Hastings, in profile to the right, wheeling a barrow in which sit George III and Thurlow, wearing his Chancellor's wig and gown; Hastings wears oriental dress: a jewelled turban, loose trousers, and cloak, and cries as he wheels his ""wares"": H-st--ngs ho, rare H-st--ngs!",RaceTerms
(OCoLC)ocn701807180,413929,20240808182742.0,"Gillray, James,1756-1815,printmaker.",The political banditti assailing the saviour of India[print].,1 print :etching and aquatint ;image: 290 x 407 mm; sheet: 306 x 407 mm,summary,oriental,"Hastings, in oriental dress, rides (right to left) a camel. He and the camel look down with dignified contempt at Burke (left), who fires a blunderbuss point-blank at the 'Shield of Honour' on Hastings's left arm. On the shield is a crown. Behind Hastings are Fox and North (right): Fox raises a dagger with burlesqued gestures and an expression of frenzied rage; North, very short and fat, clutches one of the bags behind Hastings inscribed 'Lacks Rupees added to the Revenue'; this is tied to another inscribed 'Rupees Do'. The three assailants are much caricatured and all wear armour; Burke, grotesquely thin and like some malignant insect, wears a Jesuit's biretta (cf. BMSat 6026). He somewhat resembles the Don Quixote of BMSat 7678, &c, cf. also BMSat 7158; a wallet of 'Charges' is slung across his shoulder, bare feet project from the greaves which cover his legs. North wears his Garter ribbon over his armour, with a feathered helmet and top-boots. The point of a large sabre with a damaged blade projects through the tattered scabbard which is inscribed 'American Subjugation'. Fox wears the cloak of a conspirator over his armour (cf. BMSat 6389, &c). Hastings (not caricatured) wears a jewelled turban, floating draperies, trousers, and slippers; his camel is heavily draped. On its back are bags, inscribed 'Saved to the Company' and 'Eastern Gems for the British Crown', with a rolled map, 'Territories acquired by W. Hastings'. Cf. British Museum online catalog.",RaceTerms
(OCoLC)ocn701813962,414382,20240808182717.0,"Gillray, James,1756-1815,printmaker.",The Westminster hunt[print].,"1 print :etching, hand colored ;image: 230 x 339 mm; plate mark: 247 x 348 mm; sheet: 245 x 35 mm",summary,foremost,"Print shows a pack of hounds in full cry after an animal with the head of Hastings which runs through the gate of St. James's Palace (right). He wears a turban; a collar round his neck is inscribed 'Hyana', and a large bag inscribed 'Diamonds & Rupees' is tied to his tail. The hounds are being whipped back by Thurlow (left) who rides an ass with the head of the King, shouting ""Back! Back!"" He wears a hunting-cap and boots with monstrous spurs, with his Chancellor's wig and gown. He is riding over the hounds who have the heads of the leading Managers of Hastings's impeachment. North (not a Manager) lies prostrate and apparently dead under the ass's heels. Burke is being crushed under the animal's off foreleg, while the other kicks Fox. The foremost of the pack is Sheridan, his collar inscribed 'Drury Lane'. Behind him are Fox, a dog whose collar is inscribed 'Francis', and Michael Angelo Taylor, his collar inscribed 'Law-Chick'. The King's head is in profile to the right, his saddle is ornamented with a crown and a jewel is suspended from his neck. Two sentries stand at the gate of the Palace with pens in their caps, probably indicating that they are the two Secretaries of State. Cf. BM Satires.",Aggrandizement
(OCoLC)ocn701864036,414922,20240722163241.0,NULL,Upright Billy alias Orator Humbug[print].,"1 print on blue laid paper :etching with roulette, hand colored ;image: 322 x 501 mm; plate mark: 378 x 528 mm; sheet: 394 x 539 mm",summary,coloured,"Print shows Pitt standing in profile to the right on the edge of a platform addressing men who stand below on the extreme right, handing up to him addresses from various towns. Behind him on the platform is a deputation from the City Committee which raised money for a gift to Pitt on his expected retirement. Pitt stands stiffly erect, his left hand on his breast, his right behind his back to take secretly a money-bag labelled '50,000' it. He says: ""My Friends and Countrymen I would have You Consider what obligations you are under to me and Address me I charge you. Have not I superseded Those gallant Sailors who fought your Battles on the Glorious twelfth of April? Have not I distroyed your Rights by the Westminster Scrutiny; Have not I indulged you with a Shop Tax ? Have not I tax'd the Light of Heaven, and Struggled for the Sovereignty with your Rightfull Prince ? and after all, I scorn to accept Reward. But address me, I charge you, address me, Extoll my disinterestedness, my Soberness, my Chastety; and make yourselves immortal by imitating in all things my most Loyal City of London'. Behind Pitt stands Bishop Pretyman, wearing a tall mitre. Brook Watson advances, 'chapeau-bras' and holding a tasselled cane, his wooden leg extended. He asks: ""Pray my Lord do you think I may venture"". Pretyman answers: ""O Mr Alderman don't be affraid of your other Leg, put out tfte Purse and he'll snap at it. - My Pupil is only lying a little to the Country Gentlemen, and then he'll condescend to see you down stairs"". Among the 'country gentlemen' four hold out papers, three inscribed 'Address', to two of which (in the coloured impression) have been added in ink 'Cambridge' and 'Edinbrugh'. One of them holds out his hat as if asking for money, implying that the addresses were procured by the Treasury. Behind Watson, the head of the deputation, stands Wilkes in court dress; he pushes Watson forward and holds in his right hand strings attached to Watson's nose and to the noses of a group of stupid-looking aldermen in furred gowns who stand on the extreme left, carrying on a pole a placard inscribed 'City Committee'. He says to Watson, ""I have led my Rascals where they are pepperd, but they'll fill a Pitt as well as better Men. Make a Leg Brother Alderman"". Cf. BM Satires.",RaceEuphemisms
